,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,avg_household_members,ocean_<1H OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN,median_house_value
9403,-122.53,37.88,25.0,4921.0,866.0,1913.0,834.0,6.8742,2.2937649880095923,0,0,0,1,0,12.931447394103301
9404,-122.54,37.88,30.0,4382.0,732.0,1775.0,745.0,6.7809,2.38255033557047,0,0,0,1,0,12.934589383051913
9405,-122.53,37.87,20.0,1814.0,282.0,658.0,253.0,7.9977,2.600790513833992,0,0,0,1,0,12.899222326086994
9406,-122.53,37.88,36.0,2688.0,485.0,1064.0,449.0,4.4583,2.3697104677060135,0,0,0,1,0,12.639804459346648
9407,-122.56,37.9,36.0,1760.0,283.0,562.0,246.0,6.7546,2.2845528455284554,0,0,0,1,0,12.905204382854041
9408,-122.54,37.89,33.0,4971.0,836.0,1907.0,795.0,6.1275,2.39874213836478,0,0,0,1,0,12.95843404198686
9409,-122.53,37.89,35.0,4127.0,689.0,1596.0,707.0,5.9073,2.257425742574257,0,0,0,1,0,12.900221823922582
9410,-122.56,37.9,24.0,221.0,41.0,75.0,38.0,5.1292,1.9736842105263157,0,0,0,1,0,12.80078251189375
9411,-122.51,37.87,21.0,3904.0,980.0,1949.0,919.0,2.862,2.120783460282916,0,0,0,1,0,12.462267920852137
9412,-122.47,37.85,19.0,1926.0,593.0,881.0,546.0,2.9145,1.6135531135531136,0,0,0,1,0,11.852257893055606
9413,-122.5,37.87,17.0,4333.0,947.0,1650.0,919.0,6.3066,1.7954298150163222,0,0,0,1,0,12.754485918957602
9414,-122.49,37.86,35.0,2729.0,538.0,969.0,528.0,6.7669,1.8352272727272727,0,0,0,1,0,13.122367377396328
9415,-122.49,37.86,52.0,2175.0,510.0,809.0,503.0,4.5398,1.6083499005964215,0,0,0,1,0,12.999067423500716
9416,-122.48,37.86,52.0,3914.0,752.0,1177.0,670.0,6.2113,1.7567164179104477,0,0,0,1,0,13.122367377396328
9417,-122.48,37.85,42.0,6297.0,1307.0,2096.0,1205.0,6.4752,1.7394190871369295,0,0,0,1,0,13.122367377396328
9418,-122.49,37.85,38.0,240.0,29.0,63.0,34.0,12.2547,1.8529411764705883,0,0,0,1,0,13.122367377396328
9419,-122.52,37.88,52.0,176.0,50.0,88.0,46.0,3.8068,1.9130434782608696,0,0,0,1,0,12.524530013005734
9420,-122.62,37.85,30.0,833.0,164.0,358.0,143.0,6.8198,2.5034965034965033,0,0,0,0,1,13.109887881002546
9421,-122.53,37.86,38.0,1183.0,196.0,628.0,205.0,3.75,3.0634146341463415,0,0,0,1,0,13.078622543881725
9422,-122.66,37.93,42.0,1505.0,324.0,553.0,277.0,4.1792,1.9963898916967509,0,0,0,0,1,12.765691290604371
9423,-122.71,37.88,21.0,2845.0,552.0,599.0,250.0,4.3125,2.396,0,0,0,0,1,13.113929915523508
9424,-122.69,37.91,43.0,1730.0,326.0,629.0,279.0,4.3194,2.2544802867383513,0,0,0,0,1,12.382967001677175
9425,-122.71,37.9,23.0,1250.0,257.0,437.0,188.0,3.115,2.324468085106383,0,0,0,0,1,12.399173397495133
9426,-122.86,38.1,44.0,2602.0,509.0,691.0,343.0,4.3125,2.0145772594752187,0,0,0,0,1,12.474193386571581
9427,-122.84,38.07,31.0,1858.0,367.0,701.0,297.0,3.8269,2.3602693602693603,0,0,0,0,1,12.508770169721908
9428,-122.93,38.02,28.0,1284.0,265.0,628.0,219.0,3.5469,2.867579908675799,0,0,0,0,1,12.206077645517674
9429,-122.68,38.07,26.0,1445.0,244.0,510.0,207.0,5.6305,2.463768115942029,0,0,0,0,1,12.971542813248437
9430,-122.9,38.28,52.0,1275.0,218.0,627.0,185.0,2.3482,3.389189189189189,0,0,0,0,1,12.004574385508691
9431,-122.96,38.26,20.0,1982.0,358.0,308.0,132.0,3.1429,2.3333333333333335,0,0,0,0,1,12.392141339694389
9432,-122.81,38.08,19.0,1615.0,366.0,815.0,337.0,3.4609,2.4183976261127595,0,0,0,0,1,12.383385848096506
9433,-122.8,38.18,36.0,2378.0,476.0,957.0,362.0,3.625,2.643646408839779,0,0,0,0,1,12.441543897532917
9434,-120.19,37.53,25.0,1470.0,341.0,706.0,283.0,1.7614,2.4946996466431095,0,1,0,0,0,11.174665631549477
9435,-120.02,37.57,17.0,2116.0,425.0,909.0,319.0,2.7188,2.8495297805642634,0,1,0,0,0,11.636036503798104
9436,-119.99,37.51,14.0,2878.0,617.0,1011.0,509.0,1.398,1.9862475442043221,0,1,0,0,0,11.550230883578887
9437,-119.95,37.47,32.0,1312.0,315.0,600.0,265.0,1.5,2.2641509433962264,0,1,0,0,0,11.424105180165641
9438,-119.98,37.43,12.0,2776.0,592.0,1236.0,489.0,2.5551,2.5276073619631902,0,1,0,0,0,11.561725152903833
9439,-120.07,37.34,16.0,1667.0,372.0,762.0,283.0,1.75,2.6925795053003534,0,1,0,0,0,11.37940550085183
9440,-120.31,37.64,11.0,2403.0,497.0,890.0,344.0,3.0,2.5872093023255816,0,1,0,0,0,11.701899842594283
9441,-120.15,37.69,13.0,866.0,252.0,369.0,165.0,2.875,2.2363636363636363,0,1,0,0,0,11.159117834926688
9442,-120.02,37.72,17.0,2806.0,600.0,990.0,410.0,2.3818,2.4146341463414633,0,1,0,0,0,11.386239162597649
9443,-119.81,37.67,24.0,172.0,42.0,79.0,30.0,3.8333,2.6333333333333333,0,1,0,0,0,11.448930795918299
9444,-119.82,37.57,13.0,1713.0,340.0,643.0,241.0,2.662,2.66804979253112,0,1,0,0,0,11.433893080082035
9445,-119.9,37.49,13.0,2230.0,443.0,920.0,361.0,3.0,2.548476454293629,0,1,0,0,0,11.626263078808801
9446,-119.84,37.48,17.0,2582.0,553.0,1087.0,423.0,2.5,2.569739952718676,0,1,0,0,0,11.554077005184336
9447,-119.8,37.5,15.0,989.0,184.0,406.0,151.0,3.1771,2.6887417218543046,0,1,0,0,0,11.710964518881163
9448,-119.72,37.46,13.0,1999.0,375.0,750.0,308.0,2.875,2.435064935064935,0,1,0,0,0,11.472113887062386
9449,-119.85,37.39,14.0,2744.0,555.0,1153.0,474.0,2.753,2.432489451476793,0,1,0,0,0,11.618194976487304
9450,-119.55,37.75,30.0,2165.0,536.0,1500.0,414.0,3.5391,3.6231884057971016,0,1,0,0,0,10.93133754807084
9451,-119.64,37.61,30.0,2857.0,661.0,291.0,135.0,2.6838,2.1555555555555554,0,1,0,0,0,12.011279642540796
9452,-123.15,39.74,23.0,608.0,143.0,281.0,108.0,2.9306,2.6018518518518516,0,1,0,0,0,11.156264806643742
9453,-123.24,39.81,25.0,1435.0,304.0,746.0,259.0,1.7788,2.8803088803088803,0,1,0,0,0,10.96648993456911
9454,-123.23,39.77,25.0,2075.0,435.0,991.0,377.0,1.2281,2.6286472148541113,0,1,0,0,0,11.007103966325696
9455,-123.47,39.8,18.0,2130.0,545.0,863.0,346.0,2.3571,2.494219653179191,0,1,0,0,0,11.279744203985432
9456,-123.71,39.88,42.0,1518.0,383.0,656.0,303.0,1.4952,2.165016501650165,0,0,0,0,1,11.153403615295403
9457,-123.84,39.83,19.0,1461.0,340.0,515.0,227.0,1.5278,2.2687224669603525,0,0,0,0,1,11.889997957243736
9458,-123.58,39.66,15.0,1839.0,489.0,887.0,332.0,2.2429,2.6716867469879517,1,0,0,0,0,11.51293546492023
9459,-123.5,39.67,22.0,2124.0,450.0,1122.0,446.0,2.1793,2.515695067264574,0,1,0,0,0,11.177466714598282
9460,-123.64,39.45,21.0,3359.0,677.0,1908.0,642.0,3.0433,2.97196261682243,1,0,0,0,0,11.854392350397763
9461,-123.79,39.5,24.0,1421.0,291.0,588.0,274.0,2.325,2.145985401459854,1,0,0,0,0,11.965916446305247
9462,-123.8,39.47,28.0,2492.0,507.0,1202.0,460.0,2.7857,2.6130434782608694,1,0,0,0,0,11.92039522907888
9463,-123.73,39.44,32.0,790.0,151.0,380.0,142.0,2.7,2.676056338028169,1,0,0,0,0,12.013706813470414
9464,-123.84,39.46,47.0,1150.0,244.0,552.0,201.0,2.5192,2.746268656716418,1,0,0,0,0,11.611874470755124
9465,-123.8,39.46,35.0,1718.0,345.0,698.0,299.0,2.9243,2.3344481605351173,1,0,0,0,0,11.787529896628678
9466,-123.8,39.44,52.0,1533.0,336.0,754.0,340.0,1.9213,2.2176470588235295,1,0,0,0,0,11.461642696843066
9467,-123.79,39.44,49.0,2290.0,482.0,1201.0,479.0,3.5,2.5073068893528183,1,0,0,0,0,11.63780327310248
9468,-123.8,39.44,33.0,2024.0,459.0,1019.0,422.0,1.9208,2.414691943127962,1,0,0,0,0,11.446796346169297
9469,-123.79,39.44,36.0,1330.0,273.0,761.0,286.0,2.7813,2.660839160839161,1,0,0,0,0,11.569315250157509
9470,-123.79,39.44,16.0,2017.0,423.0,1177.0,414.0,3.2171,2.842995169082126,1,0,0,0,0,11.663076729214897
9471,-123.85,39.42,11.0,1804.0,506.0,895.0,451.0,1.7574,1.9844789356984478,1,0,0,0,0,11.918397239722838
9472,-123.34,39.5,15.0,2342.0,535.0,1064.0,433.0,1.8967,2.4572748267898383,0,1,0,0,0,11.478344372113902
9473,-123.4,39.46,10.0,4086.0,831.0,2111.0,758.0,3.2156,2.7849604221635884,1,0,0,0,0,11.555994532928862
9474,-123.32,39.42,22.0,2085.0,432.0,1133.0,402.0,2.3906,2.818407960199005,1,0,0,0,0,11.43605521971203
9475,-123.38,39.37,18.0,3946.0,813.0,1899.0,730.0,2.6424,2.6013698630136988,1,0,0,0,0,11.732871910985468
9476,-123.35,39.42,18.0,1619.0,346.0,904.0,295.0,2.1625,3.064406779661017,1,0,0,0,0,11.25416768929685
9477,-123.37,39.43,32.0,2780.0,470.0,1281.0,479.0,3.588,2.674321503131524,1,0,0,0,0,11.472113887062386
9478,-123.36,39.41,46.0,1748.0,362.0,808.0,330.0,2.9183,2.4484848484848483,1,0,0,0,0,11.250274159310356
9479,-123.35,39.4,27.0,1321.0,338.0,779.0,327.0,1.85,2.382262996941896,1,0,0,0,0,11.181653682515929
9480,-123.36,39.4,21.0,1081.0,254.0,715.0,275.0,1.5625,2.6,1,0,0,0,0,11.177466714598282
9481,-123.34,39.39,18.0,2821.0,628.0,1636.0,615.0,2.3333,2.6601626016260163,1,0,0,0,0,11.338583982516495
9482,-123.1,39.36,19.0,1056.0,248.0,611.0,226.0,1.746,2.7035398230088497,0,1,0,0,0,11.561725152903833
9483,-123.23,39.33,20.0,804.0,121.0,448.0,140.0,3.9632,3.2,1,0,0,0,0,11.898874704662955
9484,-123.15,39.31,19.0,1026.0,205.0,424.0,152.0,2.8833,2.789473684210526,0,1,0,0,0,11.946012225174645
9485,-123.11,39.32,20.0,2745.0,504.0,1421.0,430.0,3.3431,3.3046511627906976,0,1,0,0,0,11.83138646878959
9486,-123.18,39.26,25.0,3066.0,570.0,1558.0,535.0,3.788,2.91214953271028,1,0,0,0,0,11.807093955056784
9487,-123.22,39.28,16.0,5569.0,1106.0,3148.0,1088.0,3.1455,2.8933823529411766,1,0,0,0,0,11.869907361794104
9488,-123.36,39.25,17.0,1087.0,254.0,522.0,202.0,2.5875,2.5841584158415842,1,0,0,0,0,11.881041706925902
9489,-123.18,39.23,18.0,243.0,55.0,115.0,54.0,2.125,2.1296296296296298,1,0,0,0,0,12.07254696717504
9490,-123.21,39.2,17.0,3145.0,693.0,1560.0,647.0,2.2926,2.41112828438949,1,0,0,0,0,11.913719681428494
9491,-123.19,39.21,22.0,1542.0,291.0,821.0,285.0,3.5917,2.880701754385965,1,0,0,0,0,11.685205103383671
9492,-123.2,39.23,26.0,786.0,168.0,494.0,161.0,2.3583,3.0683229813664594,1,0,0,0,0,11.565527402710426
9493,-123.75,39.37,16.0,1377.0,296.0,830.0,279.0,3.25,2.974910394265233,1,0,0,0,0,11.927687224983487
9494,-123.85,39.39,23.0,4671.0,912.0,2095.0,857.0,3.184,2.4445740956826136,1,0,0,0,0,11.852969885168331
9495,-123.81,39.34,17.0,1981.0,371.0,773.0,325.0,3.1563,2.3784615384615386,1,0,0,0,0,12.531776395271262
9496,-123.7,39.32,18.0,1652.0,352.0,711.0,292.0,3.1071,2.434931506849315,1,0,0,0,0,12.269990661694345
9497,-123.81,39.31,23.0,2754.0,577.0,887.0,432.0,3.3654,2.053240740740741,0,0,0,0,1,12.323860125621126
9498,-123.73,39.17,20.0,4620.0,1042.0,1745.0,794.0,2.375,2.197732997481108,0,0,0,0,1,11.975407125004564
9499,-123.53,38.93,38.0,1706.0,355.0,506.0,211.0,2.5625,2.3981042654028437,0,0,0,0,1,12.017336559562407
9500,-123.69,38.9,17.0,2206.0,478.0,1140.0,428.0,2.1985,2.663551401869159,0,0,0,0,1,11.464795582766675
9501,-123.59,38.8,17.0,5202.0,1037.0,1742.0,803.0,3.1201,2.1693648816936486,0,0,0,0,1,12.078812973059884
9502,-123.54,39.17,18.0,2251.0,510.0,1032.0,369.0,2.2946,2.796747967479675,1,0,0,0,0,11.522885696764481
9503,-123.39,38.99,28.0,1416.0,294.0,812.0,258.0,3.4063,3.147286821705426,1,0,0,0,0,11.602775309696066
9504,-123.36,39.01,35.0,1551.0,321.0,857.0,288.0,2.7232,2.9756944444444446,1,0,0,0,0,11.656168298529856
9505,-123.21,39.18,17.0,2772.0,576.0,1501.0,584.0,2.6275,2.5702054794520546,1,0,0,0,0,11.864293351358109
9506,-123.34,39.1,24.0,5372.0,1051.0,3002.0,992.0,3.0652,3.026209677419355,1,0,0,0,0,11.783723297487764
9507,-123.21,39.07,17.0,1890.0,342.0,877.0,312.0,3.7833,2.8108974358974357,1,0,0,0,0,11.98168457011701
9508,-123.22,39.15,45.0,1348.0,265.0,639.0,270.0,3.3667,2.3666666666666667,1,0,0,0,0,11.654433707761807
9509,-123.22,39.16,32.0,1149.0,187.0,499.0,208.0,3.6587,2.3990384615384617,1,0,0,0,0,11.948602883419843
9510,-123.23,39.13,33.0,1176.0,211.0,529.0,217.0,3.8958,2.4377880184331797,1,0,0,0,0,11.87757552297847
9511,-123.22,39.15,36.0,1166.0,216.0,504.0,203.0,3.5938,2.4827586206896552,1,0,0,0,0,11.712603850073448
9512,-123.21,39.15,52.0,1370.0,258.0,617.0,228.0,2.55,2.706140350877193,1,0,0,0,0,11.634266607494453
9513,-123.21,39.14,39.0,1419.0,262.0,661.0,278.0,3.0,2.3776978417266186,1,0,0,0,0,11.649211809228195
9514,-123.21,39.13,27.0,1531.0,266.0,822.0,234.0,4.0469,3.5128205128205128,1,0,0,0,0,11.755094871382958
9515,-123.2,39.16,14.0,1908.0,484.0,1195.0,467.0,1.7929,2.558886509635974,1,0,0,0,0,11.31813853725963
9516,-123.22,39.16,29.0,6121.0,1222.0,3595.0,1189.0,2.631,3.0235492010092515,1,0,0,0,0,11.604601777542019
9517,-123.2,39.15,27.0,990.0,238.0,592.0,225.0,2.0074,2.631111111111111,1,0,0,0,0,11.474195031610165
9518,-123.19,39.15,16.0,2577.0,495.0,1232.0,488.0,2.6012,2.5245901639344264,1,0,0,0,0,11.74086549476798
9519,-123.21,39.15,31.0,2685.0,675.0,1367.0,626.0,1.6571,2.18370607028754,1,0,0,0,0,11.598194491615347
9520,-123.2,39.14,17.0,1620.0,396.0,878.0,399.0,1.8042,2.200501253132832,1,0,0,0,0,11.600945499760169
9521,-123.2,39.13,26.0,1474.0,417.0,1065.0,401.0,1.375,2.655860349127182,1,0,0,0,0,11.34333452885509
9522,-123.21,39.14,15.0,2235.0,545.0,1376.0,516.0,1.9032,2.6666666666666665,1,0,0,0,0,11.51293546492023
9523,-123.1,39.15,32.0,1143.0,208.0,454.0,188.0,3.8333,2.4148936170212765,1,0,0,0,0,11.662215780913316
9524,-123.17,39.18,14.0,2240.0,327.0,1030.0,308.0,5.9585,3.344155844155844,1,0,0,0,0,12.277932735946903
9525,-123.17,39.15,30.0,1904.0,331.0,816.0,325.0,4.425,2.5107692307692306,1,0,0,0,0,11.994740316298905
9526,-123.16,39.13,33.0,1320.0,303.0,1048.0,303.0,1.7813,3.458745874587459,1,0,0,0,0,11.458479838780507
9527,-123.16,39.1,31.0,418.0,82.0,327.0,81.0,2.775,4.037037037037037,1,0,0,0,0,11.701899842594283
9528,-123.19,39.12,38.0,267.0,57.0,196.0,60.0,2.3125,3.2666666666666666,1,0,0,0,0,11.156264806643742
9529,-123.15,38.94,22.0,2163.0,436.0,1048.0,358.0,2.7171,2.9273743016759775,1,0,0,0,0,11.470028402317833
9530,-123.1,38.97,36.0,1211.0,247.0,697.0,251.0,2.5761,2.7768924302788847,1,0,0,0,0,11.460589521950299
9531,-120.46,37.51,22.0,2704.0,497.0,1432.0,399.0,2.9,3.588972431077694,0,1,0,0,0,11.32781201446548
9532,-120.68,37.47,33.0,1028.0,226.0,658.0,197.0,2.3043,3.3401015228426396,0,1,0,0,0,11.101960259016467
9533,-120.75,37.44,27.0,2295.0,424.0,1252.0,350.0,3.6182,3.577142857142857,0,1,0,0,0,11.72157244693173
9534,-120.76,37.44,18.0,2003.0,398.0,1333.0,411.0,2.7562,3.24330900243309,0,1,0,0,0,11.413116179350727
9535,-120.77,37.42,27.0,949.0,224.0,888.0,241.0,2.3333,3.684647302904564,0,1,0,0,0,11.195484970354173
9536,-120.79,37.43,17.0,2534.0,517.0,1764.0,502.0,2.8519,3.5139442231075697,0,1,0,0,0,11.298506245754995
9537,-120.79,37.41,35.0,2436.0,466.0,1730.0,469.0,2.2071,3.6886993603411513,0,1,0,0,0,11.360950749348124
9538,-120.71,37.39,11.0,1479.0,341.0,1476.0,327.0,3.2721,4.513761467889908,0,1,0,0,0,11.209127560632263
9539,-120.71,37.39,40.0,680.0,160.0,785.0,175.0,2.6058,4.485714285714286,0,1,0,0,0,11.194110418585193
9540,-120.69,37.4,46.0,860.0,130.0,496.0,147.0,3.5167,3.3741496598639458,0,1,0,0,0,11.83138646878959
9541,-120.74,37.33,30.0,2390.0,470.0,1409.0,428.0,2.1484,3.292056074766355,0,1,0,0,0,11.305913595583258
9542,-120.75,37.37,32.0,1656.0,317.0,1037.0,286.0,2.4964,3.625874125874126,0,1,0,0,0,11.394153190178114
9543,-120.73,37.38,37.0,653.0,176.0,827.0,176.0,1.9236,4.698863636363637,0,1,0,0,0,11.072884439922198
9544,-120.72,37.38,22.0,1311.0,319.0,1455.0,340.0,2.2813,4.279411764705882,0,1,0,0,0,11.116930374363438
9545,-120.73,37.38,23.0,1451.0,292.0,1052.0,265.0,2.8698,3.969811320754717,0,1,0,0,0,11.196857635323791
9546,-120.71,37.38,14.0,1979.0,432.0,1756.0,382.0,2.6923,4.596858638743456,0,1,0,0,0,11.17606715383184
9547,-120.84,37.4,7.0,2773.0,530.0,1374.0,505.0,2.6214,2.720792079207921,0,1,0,0,0,11.550230883578887
9548,-120.86,37.4,17.0,3511.0,636.0,1904.0,617.0,3.1111,3.085899513776337,0,1,0,0,0,11.643084929027989
9549,-120.84,37.43,32.0,2892.0,521.0,1580.0,484.0,3.7784,3.2644628099173554,0,1,0,0,0,12.010671928196443
9550,-120.94,37.4,32.0,1175.0,208.0,774.0,222.0,3.0,3.4864864864864864,0,1,0,0,0,11.602775309696066
9551,-120.88,37.37,24.0,1294.0,222.0,684.0,221.0,2.6908,3.0950226244343892,0,1,0,0,0,11.54346436927906
9552,-120.89,37.33,27.0,2692.0,481.0,1518.0,447.0,2.0417,3.3959731543624163,0,1,0,0,0,11.45318607621936
9553,-120.64,37.38,21.0,3157.0,637.0,2268.0,620.0,2.567,3.6580645161290324,0,1,0,0,0,11.161962746590705
9554,-120.64,37.38,19.0,2256.0,449.0,1469.0,435.0,2.5129,3.3770114942528737,0,1,0,0,0,11.345701365855424
9555,-120.65,37.33,25.0,1731.0,311.0,810.0,266.0,4.1058,3.045112781954887,0,1,0,0,0,11.586185220346932
9556,-120.59,37.39,16.0,4717.0,1119.0,3589.0,1017.0,2.1061,3.529006882989184,0,1,0,0,0,11.195484970354173
9557,-120.63,37.41,27.0,2083.0,444.0,1462.0,479.0,2.6439,3.0521920668058455,0,1,0,0,0,11.143324481431074
9558,-120.57,37.43,39.0,2235.0,412.0,1268.0,402.0,2.6758,3.154228855721393,0,1,0,0,0,11.219909190927746
9559,-120.6,37.37,10.0,3075.0,498.0,1368.0,487.0,4.6667,2.809034907597536,0,1,0,0,0,11.776066350866136
9560,-120.6,37.36,27.0,2521.0,484.0,1307.0,456.0,3.0911,2.866228070175439,0,1,0,0,0,11.372524818667134
9561,-120.63,37.36,16.0,1605.0,282.0,866.0,284.0,4.0694,3.0492957746478875,0,1,0,0,0,11.610061250069942
9562,-120.62,37.35,18.0,874.0,203.0,572.0,190.0,1.6833,3.0105263157894737,0,1,0,0,0,11.170449240431308
9563,-120.62,37.36,15.0,3455.0,729.0,2014.0,659.0,3.2656,3.056145675265554,0,1,0,0,0,11.332613886815139
9564,-120.62,37.37,8.0,2608.0,428.0,1530.0,435.0,3.968,3.5172413793103448,0,1,0,0,0,11.533717798424087
9565,-120.59,37.36,11.0,3946.0,978.0,2814.0,953.0,2.0179,2.9527806925498425,0,1,0,0,0,11.377117196515812
9566,-120.6,37.35,34.0,1722.0,316.0,904.0,315.0,2.4653,2.86984126984127,0,1,0,0,0,11.098939154318382
9567,-120.61,37.35,34.0,1900.0,401.0,1009.0,385.0,2.2222,2.620779220779221,0,1,0,0,0,11.225256725762893
9568,-120.62,37.35,20.0,1457.0,372.0,1000.0,346.0,1.4615,2.8901734104046244,0,1,0,0,0,11.1447705923684
9569,-120.61,37.32,18.0,5009.0,826.0,2497.0,805.0,4.25,3.101863354037267,0,1,0,0,0,11.893421422254848
9570,-120.6,37.34,34.0,1830.0,431.0,1304.0,415.0,2.1182,3.1421686746987953,0,1,0,0,0,11.140425970684525
9571,-120.61,37.36,16.0,638.0,537.8705525375618,380.0,132.0,1.9135,2.878787878787879,0,1,0,0,0,11.37940550085183
9572,-120.57,37.35,18.0,704.0,176.0,520.0,154.0,3.003,3.3766233766233764,0,1,0,0,0,11.525851561856362
9573,-120.6,37.35,19.0,3874.0,676.0,2441.0,707.0,3.2955,3.4526166902404527,0,1,0,0,0,11.391898423211194
9574,-120.59,37.35,15.0,3249.0,613.0,1569.0,595.0,3.5393,2.6369747899159663,0,1,0,0,0,11.385103457032141
9575,-120.58,37.36,33.0,3564.0,716.0,2603.0,696.0,2.2179,3.7399425287356323,0,1,0,0,0,11.119897691565697
9576,-120.64,37.2,16.0,2236.0,438.0,1361.0,393.0,2.0066,3.4631043256997454,0,1,0,0,0,11.736077016252437
9577,-120.55,37.32,21.0,1410.0,229.0,590.0,205.0,3.3194,2.8780487804878048,0,1,0,0,0,11.859355104555387
9578,-120.49,37.26,28.0,2159.0,416.0,1283.0,378.0,1.8939,3.394179894179894,0,1,0,0,0,11.326607934898927
9579,-120.5,37.37,18.0,8606.0,1678.0,5303.0,1644.0,2.4012,3.225669099756691,0,1,0,0,0,11.286037411751035
9580,-120.41,37.16,21.0,1684.0,341.0,1052.0,312.0,2.0809,3.371794871794872,0,1,0,0,0,11.470028402317833
9581,-120.51,37.32,13.0,2109.0,477.0,1108.0,466.0,2.3099,2.3776824034334765,0,1,0,0,0,11.403121759615027
9582,-120.49,37.32,10.0,1275.0,255.0,620.0,240.0,3.0263,2.5833333333333335,0,1,0,0,0,11.680987503016127
9583,-120.5,37.32,13.0,1936.0,384.0,1158.0,367.0,2.75,3.155313351498638,0,1,0,0,0,11.329014645967838
9584,-120.49,37.32,13.0,3474.0,927.0,2149.0,821.0,1.9528,2.617539585870889,0,1,0,0,0,11.353941456740479
9585,-120.48,37.32,13.0,3641.0,897.0,1737.0,788.0,2.1418,2.204314720812183,0,1,0,0,0,11.779902152762993
9586,-120.47,37.32,15.0,3952.0,984.0,2024.0,1026.0,2.558,1.97270955165692,0,1,0,0,0,11.7085004721646
9587,-120.5,37.34,16.0,1245.0,231.0,956.0,219.0,3.4559,4.365296803652968,0,1,0,0,0,11.58989576532275
9588,-120.48,37.34,8.0,6146.0,1017.0,2821.0,987.0,4.67,2.858156028368794,0,1,0,0,0,11.756663486852712
9589,-120.47,37.34,9.0,2934.0,511.0,1227.0,501.0,3.6742,2.4491017964071857,0,1,0,0,0,11.671645688511857
9590,-120.43,37.32,16.0,1170.0,178.0,566.0,181.0,5.2522,3.1270718232044197,0,1,0,0,0,11.738474121698282
9591,-120.45,37.32,21.0,1318.0,202.0,618.0,197.0,4.8214,3.1370558375634516,0,1,0,0,0,11.676752039127939
9592,-120.45,37.32,19.0,3136.0,466.0,1631.0,484.0,3.6471,3.3698347107438016,0,1,0,0,0,11.52683823202353
9593,-120.46,37.33,4.0,786.0,116.0,368.0,109.0,6.3215,3.376146788990826,0,1,0,0,0,11.836464426179543
9594,-120.46,37.33,17.0,6111.0,1171.0,2950.0,1104.0,3.2852,2.6721014492753623,0,1,0,0,0,11.500863005142227
9595,-120.44,37.31,16.0,3369.0,532.0,1770.0,574.0,5.2662,3.083623693379791,0,1,0,0,0,11.745631152988125
9596,-120.45,37.31,20.0,4379.0,753.0,2055.0,716.0,3.7652,2.8701117318435756,0,1,0,0,0,11.80186424743109
9597,-120.46,37.31,26.0,3170.0,572.0,1524.0,565.0,3.48,2.697345132743363,0,1,0,0,0,11.464795582766675
9598,-120.48,37.31,42.0,2361.0,512.0,1684.0,511.0,2.355,3.295499021526419,0,1,0,0,0,11.233224789593368
9599,-120.5,37.31,36.0,2162.0,433.0,1048.0,451.0,2.6797,2.3237250554323725,0,1,0,0,0,11.31204474745499
9600,-120.49,37.31,45.0,1834.0,421.0,1405.0,407.0,2.0521,3.4520884520884523,0,1,0,0,0,11.189975390433117
9601,-120.48,37.3,49.0,2919.0,719.0,1956.0,679.0,1.5427,2.8807069219440353,0,1,0,0,0,11.390769130367211
9602,-120.48,37.3,39.0,1015.0,356.0,875.0,313.0,1.5,2.7955271565495208,0,1,0,0,0,11.112462823634855
9603,-120.49,37.3,50.0,985.0,309.0,621.0,250.0,1.3125,2.484,0,1,0,0,0,11.017004873924424
9604,-120.44,37.31,21.0,6911.0,1341.0,3967.0,1297.0,3.0515,3.058596761757903,0,1,0,0,0,11.46374572492597
9605,-120.46,37.31,35.0,2042.0,378.0,953.0,356.0,2.7344,2.6769662921348316,0,1,0,0,0,11.382828169079987
9606,-120.47,37.3,40.0,3693.0,771.0,2102.0,742.0,2.1838,2.8328840970350404,0,1,0,0,0,11.225256725762893
9607,-120.46,37.3,36.0,3346.0,739.0,2151.0,713.0,2.3095,3.016830294530154,0,1,0,0,0,11.131679686740132
9608,-120.51,37.29,20.0,4927.0,1042.0,4205.0,1009.0,1.7679,4.167492566897919,0,1,0,0,0,11.287291314687705
9609,-120.5,37.3,29.0,1572.0,456.0,1697.0,429.0,1.76,3.9557109557109555,0,1,0,0,0,11.05407540279458
9610,-120.49,37.3,35.0,1313.0,324.0,1350.0,343.0,1.75,3.935860058309038,0,1,0,0,0,10.961295207644392
9611,-120.49,37.29,17.0,2414.0,594.0,2487.0,582.0,1.0955,4.27319587628866,0,1,0,0,0,11.046132675457146
9612,-120.47,37.29,16.0,749.0,222.0,1277.0,224.0,1.2054,5.700892857142857,0,1,0,0,0,11.017004873924424
9613,-120.48,37.29,17.0,2266.0,693.0,3200.0,664.0,1.5635,4.819277108433735,0,1,0,0,0,11.008760940077243
9614,-120.47,37.28,19.0,1548.0,319.0,1227.0,309.0,1.7756,3.970873786407767,0,1,0,0,0,11.202329530346486
9615,-120.49,37.28,11.0,1721.0,381.0,1708.0,373.0,1.9535,4.579088471849866,0,1,0,0,0,10.9525769086256
9616,-120.44,37.28,12.0,2855.0,598.0,1658.0,586.0,2.3929,2.8293515358361776,0,1,0,0,0,11.303450570483712
